Time,I,II,III,AVR,AVL,AVF,V1,V2,V3,V4,V5,V6
2550,0.075,0.05,-0.025,-0.062,0.05,0.012,0.095,0.185,0.03,0.01,0,-0.06
2551,0.058,0.05,-0.008,-0.053,0.033,0.02,0.097,0.185,0.034,0.014,0.004,-0.052
2552,0.044,0.048,0.004,-0.046,0.02,0.026,0.085,0.187,0.038,0.021,0.011,-0.043
2553,0.009,0.041,0.032,-0.026,-0.012,0.036,0.096,0.195,0.041,0.029,0.018,-0.038
2554,0.029,0.052,0.022,-0.041,0.003,0.037,0.117,0.209,0.047,0.037,0.021,-0.033
2555,0.13,0.085,-0.045,-0.107,0.087,0.02,0.11,0.225,0.06,0.045,0.025,-0.025
2556,0.12,0.088,-0.033,-0.103,0.077,0.027,0.11,0.238,0.069,0.054,0.029,-0.017
2557,0.126,0.112,-0.014,-0.119,0.069,0.049,0.107,0.244,0.073,0.056,0.034,-0.012
2558,0.129,0.126,-0.004,-0.128,0.066,0.061,0.104,0.245,0.077,0.053,0.035,-0.008
2559,0.097,0.112,0.015,-0.105,0.041,0.063,0.105,0.246,0.081,0.059,0.044,-0.004
2560,0.08,0.105,0.025,-0.093,0.027,0.065,0.105,0.25,0.085,0.08,0.065,0
2561,0.08,0.097,0.017,-0.088,0.031,0.057,0.101,0.25,0.09,0.077,0.066,0
2562,0.044,0.089,0.045,-0.066,-0.001,0.067,0.1,0.253,0.088,0.074,0.064,0.002
2563,0.021,0.08,0.059,-0.051,-0.02,0.07,0.098,0.256,0.097,0.076,0.066,0.008
2564,0.032,0.074,0.042,-0.054,-0.005,0.058,0.094,0.254,0.112,0.074,0.064,0.01
2565,0.035,0.07,0.035,-0.053,0,0.052,0.095,0.25,0.115,0.075,0.065,0.01
2566,0.045,0.068,0.023,-0.057,0.011,0.045,0.096,0.247,0.119,0.093,0.083,0.022
2567,0.105,0.121,0.015,-0.113,0.045,0.068,0.092,0.269,0.124,0.123,0.113,0.031
2568,0.162,0.161,0,-0.162,0.081,0.081,0.09,0.282,0.124,0.14,0.13,0.041
2569,0.167,0.16,-0.007,-0.164,0.087,0.076,0.089,0.273,0.127,0.14,0.13,0.052
2570,0.14,0.165,0.025,-0.153,0.057,0.095,0.085,0.27,0.14,0.145,0.135,0.06
2571,0.115,0.172,0.057,-0.143,0.029,0.114,0.085,0.266,0.145,0.15,0.143,0.072
2572,0.134,0.189,0.054,-0.162,0.04,0.121,0.086,0.262,0.146,0.15,0.148,0.082
2573,0.157,0.195,0.038,-0.177,0.06,0.116,0.083,0.258,0.143,0.152,0.152,0.088
2574,0.161,0.189,0.028,-0.175,0.067,0.109,0.08,0.254,0.14,0.156,0.155,0.09
2575,0.17,0.19,0.02,-0.18,0.075,0.105,0.08,0.25,0.14,0.155,0.155,0.09
2576,0.182,0.19,0.008,-0.187,0.087,0.099,0.08,0.238,0.14,0.151,0.155,0.09
2577,0.194,0.19,-0.004,-0.192,0.099,0.093,0.083,0.228,0.137,0.15,0.158,0.09
2578,0.207,0.19,-0.017,-0.198,0.112,0.087,0.086,0.221,0.134,0.15,0.16,0.09
2579,0.208,0.19,-0.018,-0.199,0.113,0.086,0.085,0.213,0.135,0.15,0.16,0.09
2580,0.185,0.19,0.005,-0.188,0.09,0.097,0.085,0.205,0.135,0.15,0.16,0.09
2581,0.162,0.19,0.028,-0.176,0.067,0.109,0.089,0.197,0.131,0.15,0.152,0.095
2582,0.163,0.19,0.027,-0.177,0.068,0.108,0.09,0.189,0.13,0.151,0.143,0.09
2583,0.129,0.19,0.061,-0.16,0.034,0.125,0.091,0.181,0.13,0.146,0.138,0.083
2584,0.095,0.19,0.095,-0.143,0,0.142,0.088,0.173,0.13,0.139,0.133,0.078
2585,0.135,0.19,0.055,-0.163,0.04,0.122,0.08,0.165,0.13,0.135,0.125,0.07
2586,0.158,0.182,0.025,-0.17,0.066,0.104,0.076,0.157,0.122,0.127,0.117,0.066
2587,0.167,0.173,0.006,-0.17,0.081,0.089,0.069,0.149,0.113,0.122,0.112,0.059
2588,0.185,0.168,-0.017,-0.176,0.101,0.075,0.063,0.141,0.108,0.116,0.107,0.053
2589,0.194,0.163,-0.03,-0.179,0.111,0.066,0.058,0.133,0.103,0.109,0.098,0.049
2590,0.175,0.155,-0.02,-0.165,0.097,0.067,0.05,0.125,0.095,0.105,0.09,0.04
2591,0.162,0.146,-0.016,-0.154,0.089,0.065,0.046,0.117,0.087,0.093,0.082,0.032
2592,0.152,0.143,-0.009,-0.147,0.08,0.067,0.042,0.109,0.082,0.083,0.074,0.027
2593,0.136,0.133,-0.003,-0.134,0.069,0.065,0.039,0.101,0.077,0.077,0.066,0.022
2594,0.114,0.116,0.002,-0.115,0.056,0.059,0.04,0.093,0.068,0.067,0.058,0.013
2595,0.09,0.1,0.01,-0.095,0.04,0.055,0.04,0.085,0.06,0.055,0.05,0.005
2596,0.069,0.084,0.015,-0.077,0.027,0.049,0.036,0.077,0.052,0.047,0.042,0.001
2597,0.057,0.07,0.012,-0.064,0.022,0.041,0.034,0.069,0.044,0.039,0.034,-0.006
2598,0.054,0.062,0.008,-0.058,0.023,0.035,0.036,0.061,0.036,0.031,0.026,-0.012
2599,0.055,0.059,0.003,-0.058,0.026,0.031,0.034,0.054,0.028,0.024,0.018,-0.017
2600,0.055,0.055,0,-0.055,0.027,0.027,0.03,0.05,0.02,0.02,0.01,-0.025
2601,0.055,0.055,0,-0.054,0.027,0.028,0.03,0.046,0.012,0.016,0.002,-0.029
2602,0.085,0.053,-0.032,-0.068,0.058,0.01,0.031,0.039,0.007,0.012,-0.006,-0.036
2603,0.04,0.047,0.008,-0.044,0.016,0.027,0.028,0.032,0.004,0.008,-0.012,-0.042
2604,-0.031,0.045,0.076,-0.007,-0.054,0.06,0.025,0.029,-0.002,0.004,-0.016,-0.046
2605,0,0.045,0.045,-0.023,-0.023,0.045,0.025,0.025,-0.01,0,-0.02,-0.05
2606,0.008,0.037,0.029,-0.023,-0.011,0.033,0.025,0.021,-0.014,-0.004,-0.024,-0.049
2607,0.027,0.031,0.004,-0.029,0.011,0.017,0.022,0.017,-0.018,-0.005,-0.026,-0.055
2608,0.063,0.029,-0.034,-0.045,0.048,-0.003,0.019,0.013,-0.022,-0.007,-0.023,-0.063
2609,0.072,0.023,-0.049,-0.048,0.06,-0.012,0.02,0.009,-0.025,-0.01,-0.02,-0.065
2610,0.04,0.015,-0.025,-0.027,0.032,-0.005,0.02,0.005,-0.025,-0.01,-0.02,-0.065
2611,0.015,0.011,-0.004,-0.013,0.009,0.003,0.016,0.001,-0.025,-0.014,-0.02,-0.069
2612,-0.003,0.007,0.011,-0.002,-0.008,0.009,0.014,0,-0.026,-0.015,-0.019,-0.07
2613,-0.03,0.002,0.031,0.014,-0.031,0.016,0.016,-0.001,-0.023,-0.018,-0.025,-0.071
2614,-0.045,-0.007,0.037,0.026,-0.04,0.015,0.014,-0.006,-0.03,-0.027,-0.038,-0.076
2615,-0.025,-0.015,0.01,0.02,-0.017,-0.002,0.01,-0.01,-0.055,-0.035,-0.045,-0.08
2616,-0.007,-0.019,-0.011,0.014,0.002,-0.015,0.01,-0.014,-0.06,-0.043,-0.049,-0.084
2617,-0.002,-0.026,-0.023,0.014,0.011,-0.024,0.01,-0.015,-0.06,-0.048,-0.053,-0.088
2618,0.004,-0.034,-0.039,0.015,0.021,-0.036,0.01,-0.016,-0.06,-0.052,-0.055,-0.091
2619,0.001,-0.042,-0.043,0.021,0.022,-0.042,0.011,-0.021,-0.06,-0.055,-0.055,-0.09
2620,-0.03,-0.045,-0.015,0.038,-0.007,-0.03,0.015,-0.025,-0.06,-0.055,-0.055,-0.09
2621,-0.055,-0.041,0.014,0.047,-0.034,-0.013,0.019,-0.025,-0.06,-0.055,-0.055,-0.094
2622,-0.043,-0.04,0.003,0.041,-0.023,-0.018,0.023,-0.027,-0.06,-0.055,-0.055,-0.096
2623,-0.053,-0.04,0.013,0.046,-0.033,-0.013,0.028,-0.033,-0.06,-0.055,-0.055,-0.094
2624,-0.075,-0.04,0.035,0.057,-0.055,-0.002,0.03,-0.035,-0.06,-0.055,-0.055,-0.096
2625,-0.05,-0.04,0.01,0.045,-0.03,-0.015,0.025,-0.035,-0.06,-0.055,-0.055,-0.1
2626,-0.033,-0.04,-0.007,0.037,-0.013,-0.023,0.025,-0.039,-0.06,-0.055,-0.055,-0.1
2627,-0.017,-0.04,-0.023,0.029,0.003,-0.031,0.025,-0.04,-0.06,-0.055,-0.055,-0.1
2628,0.008,-0.04,-0.048,0.017,0.028,-0.043,0.025,-0.04,-0.06,-0.055,-0.055,-0.1
2629,0.011,-0.04,-0.051,0.015,0.031,-0.045,0.025,-0.04,-0.061,-0.055,-0.055,-0.101
2630,-0.03,-0.04,-0.01,0.035,-0.01,-0.025,0.025,-0.04,-0.065,-0.055,-0.055,-0.105
2631,-0.066,-0.04,0.026,0.053,-0.046,-0.007,0.025,-0.04,-0.065,-0.055,-0.059,-0.105
2632,-0.066,-0.04,0.026,0.053,-0.046,-0.007,0.025,-0.04,-0.065,-0.058,-0.06,-0.105
2633,-0.058,-0.04,0.017,0.049,-0.037,-0.011,0.025,-0.04,-0.065,-0.061,-0.06,-0.105
2634,-0.052,-0.039,0.013,0.045,-0.033,-0.013,0.025,-0.041,-0.065,-0.06,-0.06,-0.105
2635,-0.04,-0.035,0.005,0.037,-0.022,-0.015,0.025,-0.045,-0.065,-0.06,-0.06,-0.105
2636,-0.037,-0.035,0.002,0.036,-0.019,-0.016,0.025,-0.045,-0.065,-0.06,-0.06,-0.105
2637,-0.018,-0.035,-0.017,0.027,0,-0.026,0.025,-0.045,-0.065,-0.06,-0.06,-0.105
2638,0.019,-0.035,-0.054,0.008,0.037,-0.044,0.025,-0.045,-0.065,-0.06,-0.06,-0.105
2639,0.033,-0.035,-0.068,0.001,0.051,-0.051,0.025,-0.045,-0.065,-0.06,-0.06,-0.105
2640,0.005,-0.035,-0.04,0.015,0.023,-0.037,0.025,-0.045,-0.065,-0.06,-0.06,-0.105
2641,-0.015,-0.035,-0.02,0.026,0.003,-0.027,0.025,-0.045,-0.065,-0.06,-0.06,-0.105
2642,-0.039,-0.035,0.004,0.037,-0.021,-0.015,0.025,-0.044,-0.066,-0.06,-0.06,-0.104
2643,-0.072,-0.035,0.037,0.054,-0.054,0.002,0.025,-0.047,-0.063,-0.06,-0.06,-0.107
2644,-0.091,-0.035,0.056,0.062,-0.073,0.01,0.025,-0.05,-0.06,-0.06,-0.061,-0.11
2645,-0.08,-0.035,0.045,0.057,-0.062,0.005,0.025,-0.05,-0.06,-0.06,-0.065,-0.11
2646,-0.076,-0.035,0.04,0.055,-0.057,0.002,0.025,-0.05,-0.061,-0.064,-0.065,-0.11
2647,-0.072,-0.035,0.037,0.053,-0.054,0.001,0.025,-0.05,-0.057,-0.065,-0.065,-0.11
2648,-0.069,-0.036,0.033,0.052,-0.05,-0.001,0.025,-0.05,-0.055,-0.065,-0.065,-0.11
2649,-0.062,-0.034,0.029,0.048,-0.045,-0.002,0.025,-0.05,-0.054,-0.065,-0.065,-0.11
2650,-0.06,-0.035,0.025,0.047,-0.042,-0.005,0.025,-0.05,-0.055,-0.065,-0.065,-0.11
2651,-0.084,-0.06,0.023,0.072,-0.053,-0.018,0.025,-0.05,-0.072,-0.069,-0.065,-0.11
2652,-0.067,-0.065,0.002,0.066,-0.035,-0.031,0.022,-0.051,-0.074,-0.073,-0.068,-0.11
2653,-0.073,-0.057,0.016,0.064,-0.044,-0.021,0.019,-0.048,-0.069,-0.077,-0.072,-0.11
2654,-0.103,-0.054,0.049,0.078,-0.075,-0.003,0.02,-0.045,-0.07,-0.081,-0.076,-0.11
2655,-0.09,-0.05,0.04,0.07,-0.065,-0.005,0.02,-0.045,-0.07,-0.08,-0.08,-0.11
2656,-0.081,-0.046,0.035,0.063,-0.058,-0.005,0.016,-0.045,-0.07,-0.076,-0.081,-0.11
2657,-0.075,-0.043,0.032,0.059,-0.053,-0.005,0.015,-0.046,-0.071,-0.075,-0.077,-0.107
2658,-0.064,-0.036,0.028,0.05,-0.046,-0.004,0.014,-0.043,-0.068,-0.075,-0.075,-0.104
2659,-0.07,-0.046,0.024,0.058,-0.047,-0.011,0.017,-0.04,-0.065,-0.075,-0.075,-0.105
2660,-0.095,-0.075,0.02,0.085,-0.057,-0.027,0.025,-0.04,-0.065,-0.075,-0.075,-0.105
2661,-0.086,-0.065,0.021,0.075,-0.053,-0.022,0.027,-0.04,-0.065,-0.071,-0.075,-0.105
2662,-0.064,-0.052,0.012,0.058,-0.038,-0.02,0.046,-0.04,-0.066,-0.07,-0.072,-0.105
2663,-0.047,-0.047,0,0.047,-0.024,-0.023,0.056,-0.04,-0.063,-0.07,-0.069,-0.105
2664,-0.03,-0.037,-0.007,0.034,-0.012,-0.021,0.049,-0.039,-0.069,-0.07,-0.07,-0.105
2665,-0.01,-0.025,-0.015,0.018,0.003,-0.02,0.05,-0.035,-0.09,-0.07,-0.07,-0.105
2666,0.006,-0.017,-0.023,0.006,0.015,-0.02,0.05,-0.035,-0.087,-0.066,-0.07,-0.105
2667,0.024,-0.006,-0.03,-0.008,0.027,-0.018,0.05,-0.035,-0.085,-0.065,-0.067,-0.105
2668,0.031,-0.011,-0.042,-0.01,0.037,-0.026,0.05,-0.035,-0.083,-0.065,-0.064,-0.105
2669,0.013,-0.029,-0.042,0.008,0.028,-0.035,0.049,-0.034,-0.079,-0.065,-0.065,-0.105
2670,-0.03,-0.04,-0.01,0.035,-0.01,-0.025,0.045,-0.03,-0.08,-0.065,-0.065,-0.105
2671,-0.078,-0.056,0.022,0.066,-0.05,-0.016,0.045,-0.03,-0.081,-0.065,-0.065,-0.101
2672,-0.09,-0.071,0.019,0.08,-0.054,-0.026,0.045,-0.03,-0.077,-0.062,-0.066,-0.1
2673,-0.079,-0.075,0.005,0.077,-0.042,-0.034,0.045,-0.03,-0.075,-0.059,-0.063,-0.1
2674,-0.066,-0.069,-0.003,0.067,-0.032,-0.036,0.045,-0.03,-0.074,-0.06,-0.06,-0.1
2675,-0.05,-0.065,-0.015,0.058,-0.017,-0.04,0.045,-0.03,-0.07,-0.06,-0.06,-0.1
2676,-0.038,-0.061,-0.023,0.05,-0.008,-0.042,0.045,-0.026,-0.07,-0.06,-0.06,-0.1
2677,-0.024,-0.057,-0.033,0.041,0.005,-0.045,0.042,-0.024,-0.071,-0.057,-0.061,-0.1
2678,-0.006,-0.053,-0.046,0.03,0.02,-0.049,0.039,-0.026,-0.068,-0.054,-0.058,-0.1
2679,-0.001,-0.049,-0.048,0.025,0.024,-0.049,0.04,-0.024,-0.065,-0.055,-0.055,-0.1
2680,-0.015,-0.05,-0.035,0.033,0.01,-0.042,0.04,-0.02,-0.065,-0.055,-0.055,-0.1
2681,-0.03,-0.054,-0.024,0.042,-0.003,-0.038,0.04,-0.02,-0.065,-0.055,-0.055,-0.1
2682,-0.054,-0.055,-0.002,0.054,-0.026,-0.028,0.041,-0.021,-0.065,-0.056,-0.055,-0.1
2683,-0.088,-0.055,0.033,0.071,-0.06,-0.011,0.038,-0.018,-0.065,-0.053,-0.054,-0.1
2684,-0.105,-0.055,0.05,0.08,-0.077,-0.002,0.035,-0.015,-0.064,-0.05,-0.057,-0.1
2685,-0.09,-0.055,0.035,0.072,-0.062,-0.01,0.035,-0.015,-0.06,-0.05,-0.065,-0.1
2686,-0.081,-0.055,0.026,0.067,-0.053,-0.014,0.035,-0.015,-0.06,-0.05,-0.061,-0.1
2687,-0.078,-0.058,0.02,0.068,-0.049,-0.019,0.035,-0.012,-0.06,-0.05,-0.059,-0.1
2688,-0.069,-0.061,0.009,0.065,-0.039,-0.026,0.035,-0.009,-0.06,-0.05,-0.06,-0.1
2689,-0.058,-0.06,-0.002,0.059,-0.028,-0.031,0.035,-0.01,-0.06,-0.049,-0.06,-0.1
2690,-0.05,-0.06,-0.01,0.055,-0.02,-0.035,0.035,-0.01,-0.06,-0.045,-0.06,-0.1
2691,-0.039,-0.06,-0.02,0.05,-0.009,-0.04,0.031,-0.006,-0.06,-0.045,-0.06,-0.1
2692,-0.055,-0.06,-0.006,0.058,-0.025,-0.033,0.03,-0.004,-0.057,-0.045,-0.057,-0.1
2693,-0.084,-0.059,0.025,0.071,-0.054,-0.017,0.03,-0.006,-0.054,-0.045,-0.054,-0.1
2694,-0.086,-0.054,0.032,0.069,-0.059,-0.011,0.03,-0.004,-0.055,-0.045,-0.055,-0.1
2695,-0.055,-0.05,0.005,0.052,-0.03,-0.022,0.03,0,-0.055,-0.045,-0.055,-0.1
2696,-0.034,-0.05,-0.016,0.042,-0.009,-0.033,0.03,0,-0.055,-0.045,-0.055,-0.1
2697,-0.015,-0.047,-0.032,0.031,0.009,-0.039,0.03,-0.001,-0.056,-0.042,-0.055,-0.1
2698,0.004,-0.045,-0.049,0.021,0.027,-0.046,0.03,0.002,-0.053,-0.039,-0.055,-0.1
2699,0.009,-0.045,-0.054,0.018,0.032,-0.049,0.03,0.005,-0.05,-0.04,-0.054,-0.1
2700,0,-0.04,-0.04,0.02,0.02,-0.04,0.03,0.005,-0.05,-0.04,-0.05,-0.1
2701,-0.003,-0.035,-0.033,0.019,0.015,-0.034,0.03,0.009,-0.05,-0.04,-0.05,-0.1
2702,-0.02,-0.035,-0.015,0.028,-0.002,-0.024,0.03,0.01,-0.05,-0.041,-0.05,-0.1
2703,-0.05,-0.033,0.016,0.041,-0.033,-0.008,0.03,0.01,-0.05,-0.038,-0.05,-0.1
2704,-0.058,-0.03,0.028,0.044,-0.043,-0.001,0.029,0.01,-0.05,-0.035,-0.05,-0.1
2705,-0.03,-0.03,0,0.03,-0.015,-0.015,0.025,0.01,-0.05,-0.035,-0.05,-0.1
2706,-0.003,-0.03,-0.027,0.016,0.012,-0.029,0.025,0.01,-0.046,-0.035,-0.046,-0.1
2707,-0.001,-0.03,-0.029,0.015,0.014,-0.03,0.025,0.01,-0.044,-0.035,-0.045,-0.1
2708,0.009,-0.03,-0.039,0.011,0.024,-0.034,0.025,0.01,-0.046,-0.035,-0.045,-0.1
2709,0.026,-0.03,-0.056,0.002,0.041,-0.043,0.025,0.01,-0.044,-0.035,-0.045,-0.1
2710,0.02,-0.03,-0.05,0.005,0.035,-0.04,0.025,0.01,-0.04,-0.035,-0.045,-0.1
2711,0.019,-0.03,-0.049,0.005,0.034,-0.04,0.025,0.01,-0.04,-0.039,-0.045,-0.1
2712,0.02,-0.03,-0.05,0.005,0.035,-0.04,0.025,0.01,-0.041,-0.041,-0.044,-0.103
2713,0.02,-0.03,-0.05,0.005,0.035,-0.04,0.025,0.01,-0.038,-0.039,-0.047,-0.105
2714,0.02,-0.03,-0.05,0.005,0.035,-0.04,0.025,0.01,-0.035,-0.041,-0.05,-0.106
2715,0.02,-0.03,-0.05,0.005,0.035,-0.04,0.025,0.01,-0.035,-0.045,-0.05,-0.11
2716,0.016,-0.03,-0.046,0.008,0.031,-0.037,0.025,0.01,-0.036,-0.045,-0.054,-0.11
2717,0.015,-0.03,-0.045,0.008,0.03,-0.037,0.026,0.01,-0.033,-0.044,-0.055,-0.113
2718,0.015,-0.03,-0.045,0.008,0.03,-0.037,0.023,0.01,-0.043,-0.047,-0.055,-0.116
2719,0.015,-0.03,-0.045,0.008,0.03,-0.037,0.02,0.01,-0.056,-0.05,-0.055,-0.114
2720,0.015,-0.03,-0.045,0.008,0.03,-0.037,0.02,0.01,-0.05,-0.05,-0.055,-0.11
2721,0.015,-0.03,-0.045,0.008,0.03,-0.037,0.02,0.01,-0.05,-0.05,-0.055,-0.11
2722,0.016,-0.03,-0.046,0.008,0.031,-0.037,0.02,0.01,-0.05,-0.05,-0.055,-0.11
2723,0.013,-0.03,-0.043,0.009,0.028,-0.036,0.02,0.01,-0.05,-0.05,-0.055,-0.11
2724,0.01,-0.03,-0.04,0.01,0.025,-0.035,0.02,0.01,-0.05,-0.05,-0.055,-0.11
2725,0.01,-0.03,-0.04,0.01,0.025,-0.035,0.02,0.01,-0.05,-0.05,-0.055,-0.11
2726,0.01,-0.03,-0.04,0.01,0.025,-0.035,0.02,0.01,-0.05,-0.05,-0.055,-0.11
2727,0.01,-0.03,-0.04,0.01,0.025,-0.035,0.02,0.01,-0.05,-0.05,-0.055,-0.11
2728,0.01,-0.03,-0.04,0.01,0.025,-0.035,0.02,0.01,-0.05,-0.05,-0.055,-0.11
2729,0.009,-0.03,-0.039,0.01,0.024,-0.034,0.02,0.01,-0.05,-0.05,-0.055,-0.11
2730,0.005,-0.03,-0.035,0.013,0.02,-0.032,0.02,0.01,-0.05,-0.05,-0.055,-0.11
2731,0.004,-0.031,-0.035,0.014,0.019,-0.032,0.02,0.006,-0.05,-0.05,-0.055,-0.11
2732,0.008,-0.027,-0.035,0.01,0.022,-0.03,0.017,0.005,-0.051,-0.05,-0.055,-0.111
2733,-0.007,-0.042,-0.035,0.025,0.014,-0.038,0.014,0.005,-0.048,-0.05,-0.055,-0.108
2734,-0.027,-0.062,-0.035,0.045,0.004,-0.048,0.015,0.005,-0.045,-0.05,-0.055,-0.105
2735,-0.02,-0.055,-0.035,0.038,0.008,-0.045,0.015,0.005,-0.045,-0.05,-0.055,-0.105
2736,-0.015,-0.051,-0.035,0.033,0.01,-0.043,0.015,0.005,-0.045,-0.05,-0.055,-0.105
2737,-0.015,-0.047,-0.032,0.032,0.008,-0.039,0.015,0.002,-0.045,-0.05,-0.055,-0.105
2738,-0.013,-0.043,-0.03,0.028,0.009,-0.036,0.015,-0.001,-0.045,-0.05,-0.055,-0.105
2739,-0.01,-0.039,-0.029,0.024,0.01,-0.034,0.015,0,-0.045,-0.05,-0.055,-0.105
2740,-0.01,-0.035,-0.025,0.023,0.008,-0.03,0.015,0,-0.045,-0.05,-0.055,-0.105
2741,-0.009,-0.034,-0.025,0.022,0.009,-0.03,0.015,0,-0.045,-0.05,-0.055,-0.105
2742,-0.019,-0.041,-0.022,0.03,0.002,-0.032,0.015,0,-0.045,-0.05,-0.055,-0.105
2743,-0.028,-0.046,-0.018,0.037,-0.004,-0.032,0.015,0,-0.045,-0.05,-0.055,-0.105
2744,-0.022,-0.045,-0.023,0.034,0.001,-0.033,0.015,-0.001,-0.045,-0.05,-0.055,-0.105
2745,-0.005,-0.045,-0.04,0.025,0.018,-0.042,0.015,-0.005,-0.045,-0.05,-0.055,-0.105
2746,0.013,-0.045,-0.058,0.016,0.036,-0.051,0.011,-0.005,-0.045,-0.05,-0.055,-0.105
2747,0.013,-0.045,-0.058,0.016,0.036,-0.051,0.01,-0.005,-0.048,-0.05,-0.055,-0.108
2748,0.009,-0.045,-0.054,0.019,0.032,-0.05,0.01,-0.005,-0.051,-0.05,-0.055,-0.111
2749,0.01,-0.045,-0.055,0.018,0.033,-0.05,0.01,-0.005,-0.05,-0.05,-0.055,-0.11
2750,0.01,-0.045,-0.055,0.018,0.033,-0.05,0.01,-0.005,-0.05,-0.05,-0.055,-0.11
2751,0.01,-0.045,-0.055,0.018,0.033,-0.05,0.01,-0.009,-0.05,-0.05,-0.055,-0.11
2752,0.01,-0.045,-0.055,0.018,0.033,-0.05,0.01,-0.01,-0.05,-0.05,-0.054,-0.11
2753,0.009,-0.046,-0.055,0.019,0.033,-0.051,0.01,-0.01,-0.05,-0.052,-0.057,-0.11
2754,0.011,-0.043,-0.054,0.017,0.033,-0.049,0.01,-0.01,-0.051,-0.056,-0.06,-0.11
2755,0.005,-0.045,-0.05,0.02,0.028,-0.047,0.01,-0.01,-0.055,-0.06,-0.06,-0.11
2756,-0.029,-0.079,-0.05,0.054,0.011,-0.064,0.01,-0.009,-0.055,-0.064,-0.064,-0.11
2757,-0.036,-0.086,-0.05,0.061,0.007,-0.068,0.01,-0.013,-0.055,-0.065,-0.065,-0.11
2758,-0.027,-0.077,-0.05,0.052,0.012,-0.063,0.01,0,-0.055,-0.065,-0.065,-0.11
2759,-0.024,-0.074,-0.05,0.049,0.013,-0.062,0.01,0.016,-0.055,-0.065,-0.065,-0.11
2760,-0.02,-0.07,-0.05,0.045,0.015,-0.06,0.01,0.01,-0.055,-0.065,-0.065,-0.11
2761,-0.016,-0.066,-0.05,0.041,0.018,-0.058,0.01,0.009,-0.055,-0.065,-0.065,-0.11
2762,-0.015,-0.062,-0.047,0.038,0.016,-0.054,0.01,0.011,-0.055,-0.065,-0.065,-0.11
2763,-0.015,-0.06,-0.044,0.038,0.015,-0.052,0.01,0.008,-0.055,-0.065,-0.065,-0.11
2764,-0.015,-0.06,-0.045,0.038,0.015,-0.052,0.01,0.005,-0.055,-0.065,-0.065,-0.11
2765,-0.015,-0.06,-0.045,0.038,0.015,-0.052,0.01,0.005,-0.055,-0.065,-0.065,-0.11
2766,-0.015,-0.06,-0.045,0.038,0.015,-0.052,0.01,0.005,-0.059,-0.065,-0.065,-0.11
2767,-0.015,-0.06,-0.045,0.038,0.015,-0.052,0.01,0.002,-0.06,-0.065,-0.068,-0.11
2768,-0.014,-0.06,-0.046,0.038,0.016,-0.052,0.01,-0.001,-0.06,-0.065,-0.071,-0.11
2769,-0.017,-0.06,-0.043,0.039,0.013,-0.051,0.01,0,-0.06,-0.065,-0.07,-0.11
2770,-0.03,-0.06,-0.03,0.045,0,-0.045,0.01,0,-0.06,-0.065,-0.07,-0.11
2771,-0.042,-0.06,-0.018,0.052,-0.012,-0.038,0.01,-0.004,-0.06,-0.065,-0.07,-0.11
2772,-0.053,-0.06,-0.007,0.057,-0.023,-0.033,0.009,-0.006,-0.06,-0.065,-0.07,-0.113
2773,-0.067,-0.06,0.007,0.063,-0.037,-0.027,0.012,-0.004,-0.06,-0.065,-0.07,-0.115
2774,-0.067,-0.06,0.007,0.063,-0.037,-0.027,0.015,-0.006,-0.06,-0.065,-0.07,-0.116
2775,-0.04,-0.06,-0.02,0.05,-0.01,-0.04,0.015,-0.01,-0.06,-0.065,-0.07,-0.125
2776,-0.016,-0.06,-0.044,0.038,0.014,-0.052,0.019,-0.01,-0.06,-0.065,-0.07,-0.13
2777,-0.024,-0.06,-0.037,0.042,0.007,-0.048,0.021,-0.009,-0.06,-0.066,-0.071,-0.127
2778,0.003,-0.06,-0.062,0.029,0.032,-0.061,0.018,-0.012,-0.076,-0.063,-0.068,-0.124
2779,0.035,-0.061,-0.096,0.013,0.065,-0.078,0.014,-0.015,-0.091,-0.06,-0.065,-0.125
2780,-0.005,-0.065,-0.06,0.035,0.028,-0.062,0.01,-0.015,-0.085,-0.06,-0.065,-0.125
2781,-0.036,-0.065,-0.03,0.051,-0.002,-0.047,0.006,-0.015,-0.084,-0.06,-0.065,-0.125
2782,-0.049,-0.065,-0.015,0.057,-0.017,-0.04,0.005,-0.012,-0.086,-0.06,-0.065,-0.125
2783,-0.061,-0.065,-0.004,0.063,-0.028,-0.034,0.005,-0.009,-0.083,-0.06,-0.065,-0.125
2784,-0.063,-0.065,-0.002,0.064,-0.03,-0.033,0.005,-0.01,-0.08,-0.06,-0.064,-0.125
2785,-0.045,-0.065,-0.02,0.055,-0.012,-0.042,0.005,-0.01,-0.08,-0.06,-0.06,-0.125
2786,-0.029,-0.065,-0.036,0.047,0.004,-0.05,0.005,-0.01,-0.08,-0.06,-0.06,-0.121
2787,-0.013,-0.065,-0.052,0.039,0.02,-0.058,0.005,-0.01,-0.081,-0.06,-0.06,-0.12
2788,0.003,-0.065,-0.068,0.031,0.036,-0.066,0.005,-0.01,-0.078,-0.06,-0.06,-0.12
2789,0.01,-0.065,-0.075,0.028,0.043,-0.07,0.005,-0.01,-0.075,-0.06,-0.06,-0.12
2790,0.005,-0.065,-0.07,0.03,0.038,-0.067,0.005,-0.01,-0.075,-0.06,-0.06,-0.12
2791,0.005,-0.065,-0.07,0.03,0.038,-0.067,0.005,-0.01,-0.075,-0.06,-0.06,-0.12
